n, chi2, alfa, beta, gama
4693, 5.430036, 3.9264, 0.8711, -0.4121
4694, 6.249592, 4.7226, 0.7999, -0.2778
4695, 3.694517, 4.3281, 0.7777, -0.4560
4696, 3.483321, 3.8668, 0.8503, -0.4381
4697, 3.282792, 3.7183, 0.8845, -0.3913
4698, 5.403414, 3.8299, 0.8900, -0.2643
4699, 6.637329, 4.4221, 0.7330, -0.5500
4700, 5.681456, 4.6628, 0.7361, -0.4187
4701, 4.868365, 4.6158, 0.8112, -0.2711
4702, 5.128557, 4.6114, 0.7622, -0.4787
4703, 4.934700, 4.1783, 0.8252, -0.3944
4704, 4.556649, 4.2003, 0.8008, -0.4063
4705, 3.994691, 3.8168, 0.8797, -0.4328
4706, 8.172910, 3.8339, 0.7829, -0.4677
4707, 7.159648, 4.6455, 0.7552, -0.5444
4708, 8.271269, 5.0313, 0.6506, -0.5942
4709, 7.088711, 5.2142, 0.8022, -0.2628
4710, 4.993929, 4.3338, 0.7496, -0.4878
4711, 6.002815, 4.6240, 0.7556, -0.3734
4712, 6.202788, 4.2228, 0.7787, -0.3870
4713, 4.596024, 4.1955, 0.8346, -0.3055
4714, 4.093770, 4.0853, 0.8160, -0.4732
4715, 6.811738, 4.1975, 0.8395, -0.2665
4716, 6.128584, 4.8660, 0.7457, -0.3569
4717, 5.450267, 3.8045, 0.8839, -0.3967
4718, 5.889649, 4.2559, 0.7883, -0.5285
4719, 3.606557, 3.9043, 0.8237, -0.4505
4720, 6.564277, 4.5982, 0.7582, -0.3618
4721, 6.568971, 3.7499, 0.8654, -0.3208
4722, 5.897689, 3.9154, 0.9658, -0.2033
4723, 5.960248, 3.9709, 0.7765, -0.4562
4724, 6.107215, 4.1345, 0.8326, -0.4831
4725, 5.044245, 4.2854, 0.7907, -0.3850
4726, 4.602136, 4.3605, 0.8106, -0.3418
4727, 5.019150, 4.7618, 0.7240, -0.4571
4728, 4.816536, 4.0987, 0.8661, -0.2651
4729, 5.822975, 4.2901, 0.8122, -0.4568
4730, 5.206118, 4.7080, 0.7367, -0.4363
4731, 7.572150, 4.4270, 0.9523, -0.1938
4732, 6.527616, 4.7551, 0.7351, -0.5461
4733, 10.755271, 5.1701, 0.6955, -0.3371
4734, 10.037461, 4.1527, 0.7924, -0.3306
4735, 10.213093, 3.2785, 0.8964, -0.3757
4736, 9.075238, 4.0053, 0.7518, -0.4998
4737, 4.776698, 4.6590, 0.7348, -0.4460
4738, 4.203998, 3.4983, 0.9079, -0.3523
4739, 4.598699, 3.8822, 0.8640, -0.4116
4740, 3.869556, 3.6078, 0.8737, -0.4106
4741, 8.554274, 4.6957, 0.6814, -0.5581
4742, 3.718514, 4.2385, 0.7989, -0.4415
4743, 5.292670, 4.1025, 0.8372, -0.4364
4744, 6.569582, 4.6451, 0.7099, -0.4575
4745, 5.675828, 3.4396, 0.9127, -0.4379
4746, 3.433978, 3.7388, 0.8811, -0.4081
4747, 5.484984, 4.6669, 0.7431, -0.4134
4748, 9.344348, 3.7132, 0.8779, -0.5012
4749, 9.835943, 4.4433, 0.8134, -0.4660
4750, 7.961163, 4.0094, 0.7941, -0.3726
4751, 12.057773, 3.6725, 0.8096, -0.3749
4752, 5.917153, 4.6000, 0.7317, -0.4154
4753, 3.918018, 3.8254, 0.8334, -0.4144
4754, 7.589402, 4.7041, 0.7593, -0.5361
4755, 6.005609, 4.6958, 0.7232, -0.4278
4756, 5.200439, 4.4345, 0.7673, -0.5229
4757, 3.859292, 3.4577, 0.8902, -0.3947
4758, 6.110341, 3.9486, 0.7966, -0.4341
4759, 6.007495, 3.8924, 0.7987, -0.4643
4760, 7.962963, 4.7014, 0.7650, -0.4562
4761, 8.625045, 4.3355, 0.8173, -0.4947
4762, 8.501051, 4.0525, 0.8155, -0.5338
4763, 6.719223, 3.6577, 0.9537, -0.2126
4764, 5.563917, 4.8494, 0.7269, -0.4525
4765, 8.198133, 4.5695, 0.7580, -0.5656
4766, 7.580014, 5.8695, 0.6794, -0.2726
4767, 6.808499, 5.0302, 0.7221, -0.5306
4768, 7.429153, 4.8990, 0.7384, -0.4502
4769, 8.412299, 3.6071, 0.8510, -0.3621
4770, 3.855012, 3.8383, 0.8286, -0.4509
4771, 5.214853, 4.1092, 0.7907, -0.5141
4772, 3.098338, 3.7638, 0.8452, -0.4418
4773, 7.792333, 4.0105, 0.8561, -0.4876
4774, 7.798381, 3.0596, 1.0147, -0.3122
4775, 4.505056, 4.7097, 0.7300, -0.5225
4776, 8.189483, 4.4331, 0.8534, -0.2683
4777, 6.177430, 3.3810, 0.9537, -0.3933
4778, 8.899150, 4.2232, 0.7246, -0.4703
4779, 5.387960, 3.8468, 0.8422, -0.3554
4780, 5.646950, 4.5915, 0.7368, -0.5423
4781, 4.087640, 4.1516, 0.8207, -0.4072
4782, 6.328209, 3.7574, 0.9673, -0.2263
4783, 5.963509, 4.1963, 0.7844, -0.3968
4784, 4.590530, 4.6973, 0.7189, -0.4815
4785, 3.901799, 3.5070, 0.8904, -0.3737
4786, 3.886211, 4.2006, 0.7812, -0.5066
4787, 5.176513, 5.2900, 0.6245, -0.5596
4788, 3.798563, 3.9986, 0.8144, -0.4641
4789, 4.174078, 3.9258, 0.8577, -0.3440
4790, 5.301962, 4.1626, 0.7729, -0.4773
4791, 7.103943, 4.5354, 0.8259, -0.2745
4792, 7.866012, 4.3677, 0.7754, -0.3459
4793, 5.153105, 3.9031, 0.8039, -0.4551
4794, 6.970070, 4.0683, 0.7520, -0.4707
4795, 7.037511, 3.8542, 0.8695, -0.2784
4796, 3.808768, 4.0481, 0.8044, -0.4247
4797, 5.265144, 3.8414, 0.8279, -0.3843
4798, 6.925311, 3.6004, 0.8711, -0.4688
4799, 8.813198, 5.3134, 0.7499, -0.2298
4800, 4.383794, 4.6877, 0.7144, -0.5039
4801, 5.683533, 4.2640, 0.7739, -0.4093
4802, 4.942077, 4.6028, 0.7344, -0.4594
4803, 9.914154, 5.7240, 0.6412, -0.4194
4804, 7.185407, 4.4977, 0.7844, -0.5187
4805, 4.874964, 3.7769, 0.8886, -0.3805
4806, 3.471088, 3.5508, 0.8995, -0.3717
4807, 5.687912, 4.7521, 0.6771, -0.5195
4808, 3.813064, 3.5595, 0.8924, -0.4000
4809, 7.068131, 5.5323, 0.6559, -0.5096
4810, 3.858517, 3.9394, 0.8470, -0.4693
4811, 6.454843, 4.9486, 0.6718, -0.5560
4812, 5.328955, 4.2870, 0.8338, -0.3230
4813, 4.880521, 4.6845, 0.7324, -0.4723
4814, 4.675145, 4.1091, 0.8205, -0.4961
4815, 6.022839, 3.7469, 0.8497, -0.3546
4816, 5.384494, 4.7187, 0.7769, -0.3077
4817, 10.235734, 4.6772, 0.8223, -0.2873
4818, 7.643686, 4.3439, 0.7342, -0.4416
4819, 7.217225, 3.8730, 0.7889, -0.4282
4820, 6.156893, 3.4513, 0.8968, -0.3355
4821, 5.288190, 4.4342, 0.7659, -0.4180
4822, 4.747247, 4.4077, 0.7870, -0.4385
4823, 8.219126, 4.7874, 0.6937, -0.4391
4824, 4.013458, 4.2163, 0.7882, -0.4287
4825, 8.528506, 3.4379, 0.8972, -0.3169
4826, 5.137268, 4.5763, 0.7324, -0.5341
4827, 6.955409, 4.4116, 0.7379, -0.4458
4828, 7.519664, 5.0559, 0.7166, -0.3596
4829, 6.444636, 4.9114, 0.7343, -0.4140
4830, 4.162386, 3.8763, 0.8559, -0.3558
4831, 6.276066, 4.1450, 0.8655, -0.2339
4832, 7.202948, 3.7545, 0.8490, -0.4926
4833, 4.584817, 4.3931, 0.7851, -0.3985
4834, 5.066184, 4.6274, 0.7497, -0.4255
4835, 3.933930, 3.7715, 0.8571, -0.3854
4836, 3.560274, 3.2881, 0.9604, -0.3534
4837, 3.492145, 3.7154, 0.8566, -0.4208
4838, 4.306980, 3.8959, 0.8592, -0.4544
4839, 4.543860, 3.7943, 0.8385, -0.3880
4840, 15.845774, 3.9626, 0.7520, -0.3961
4841, 6.238031, 4.4704, 0.8322, -0.2794
4842, 8.213447, 4.0502, 0.8521, -0.4892
4843, 3.670389, 4.2308, 0.7949, -0.4634
4844, 7.075592, 4.3994, 0.7588, -0.3790
4845, 6.626917, 4.0210, 0.8153, -0.5186
4846, 4.695512, 4.4170, 0.8176, -0.3020
4847, 3.634014, 3.7691, 0.8674, -0.4546
4848, 5.315239, 3.9783, 0.8301, -0.3618
4849, 5.386970, 4.0605, 0.7825, -0.4707
4850, 5.450907, 4.1100, 0.7753, -0.4870
4851, 5.519342, 3.4960, 0.9547, -0.2973
4852, 5.080220, 4.2600, 0.8055, -0.4959
4853, 6.796803, 4.1065, 0.8493, -0.4055
4854, 3.918568, 4.3768, 0.7764, -0.4615
4855, 5.496238, 3.1347, 0.9749, -0.3738
4856, 5.334150, 3.8747, 0.8822, -0.3243
4857, 6.708395, 4.5592, 0.7280, -0.4193
4858, 6.335410, 4.1859, 0.7457, -0.4547
4859, 7.586989, 4.2743, 0.8392, -0.3277
4860, 8.246855, 4.3497, 0.9037, -0.2578
4861, 4.456822, 4.0690, 0.8404, -0.3694
4862, 9.113892, 3.3395, 0.8801, -0.4224
4863, 10.109137, 3.6622, 0.8524, -0.3271
4864, 5.584108, 4.8724, 0.7082, -0.5471
4865, 4.428623, 4.2316, 0.7732, -0.4948
4866, 6.036939, 4.7027, 0.7719, -0.3731
4867, 6.218098, 3.7900, 0.8342, -0.4870
4868, 13.534149, 3.8655, 0.9094, -0.3307
4869, 8.828124, 4.2867, 0.7835, -0.5518
4870, 12.966704, 3.3117, 0.9025, -0.2976
4871, 4.143734, 3.2842, 0.9495, -0.3692
4872, 9.271958, 3.2830, 0.8899, -0.4439
4873, 10.898789, 3.5000, 0.8336, -0.4627
4874, 8.644387, 4.4698, 0.7061, -0.5675
4875, 9.907015, 3.9607, 0.8856, -0.3447
4876, 8.618284, 3.3965, 0.8735, -0.4176
4877, 6.364224, 4.3095, 0.8151, -0.3016
4878, 4.700525, 4.4874, 0.7510, -0.4448
4879, 4.616818, 3.4634, 0.8940, -0.4189
4880, 6.652897, 3.5511, 0.8613, -0.4028
4881, 8.669657, 5.0550, 0.8777, -0.2374
4882, 9.110386, 4.4332, 0.8208, -0.3622
4883, 3.247717, 3.4659, 0.9308, -0.3722
4884, 4.535392, 3.4647, 0.9045, -0.3675
4885, 5.133901, 3.8101, 0.9090, -0.2532
4886, 5.541115, 4.1393, 0.8037, -0.3698
4887, 5.354515, 4.2609, 0.7910, -0.3735
4888, 5.878771, 3.8708, 0.7861, -0.4801
4889, 5.537635, 3.3204, 0.9242, -0.3636
4890, 8.287835, 4.4665, 0.8323, -0.3058
4891, 7.044281, 4.3317, 0.8126, -0.4030
4892, 4.346982, 4.0818, 0.8604, -0.2918
4893, 5.816360, 3.8386, 0.8152, -0.4830
4894, 3.982065, 3.7652, 0.8855, -0.3421
4895, 4.373635, 4.1923, 0.7902, -0.4162
4896, 4.032055, 3.8719, 0.8648, -0.3511
4897, 5.241563, 3.7343, 0.8966, -0.3978
4898, 5.265322, 3.7134, 0.8357, -0.4482
4899, 5.104503, 4.5385, 0.7895, -0.3150
4900, 5.733700, 4.1183, 0.7914, -0.3898
4901, 4.105735, 4.1276, 0.8081, -0.4052
4902, 4.708085, 4.1322, 0.8196, -0.3729
4903, 4.392640, 3.9765, 0.8149, -0.3972
4904, 7.420966, 5.0359, 0.7151, -0.3650
4905, 9.929402, 5.1085, 0.8272, -0.1777
4906, 6.986311, 4.0564, 0.8376, -0.5140
4907, 8.310563, 4.0137, 0.8118, -0.3396
4908, 9.333455, 3.8633, 0.8167, -0.5179
4909, 9.809396, 3.6194, 0.8740, -0.3107
4910, 4.092588, 3.5185, 0.9086, -0.3482
4911, 7.095817, 5.1504, 0.8962, -0.1966
4912, 8.363045, 3.2722, 0.9287, -0.4511
4913, 3.854204, 4.5186, 0.7497, -0.4857
4914, 8.773242, 5.1882, 0.7131, -0.5334
4915, 5.151762, 4.8244, 0.7843, -0.2784
4916, 5.415796, 4.1502, 0.7894, -0.3998
4917, 5.547076, 4.8291, 0.7189, -0.4457
4918, 10.454697, 5.4676, 0.6935, -0.2968
4919, 12.250452, 3.3367, 0.9077, -0.4888
4920, 12.015898, 3.4107, 0.8402, -0.4500
4921, 4.158040, 4.2379, 0.7745, -0.4920
4922, 7.757839, 3.7282, 0.8148, -0.4150
4923, 6.255224, 2.9248, 1.0084, -0.3734
4924, 4.791585, 3.9351, 0.8862, -0.2969
4925, 4.377257, 3.4903, 0.9070, -0.4223
4926, 4.613410, 4.2642, 0.8107, -0.3510
4927, 6.633132, 3.8573, 0.8899, -0.3355
4928, 5.501817, 3.8133, 0.8712, -0.4698
4929, 3.563937, 3.6758, 0.8946, -0.4053
4930, 4.793681, 4.7617, 0.7368, -0.4887
4931, 4.593036, 3.7939, 0.8741, -0.3343
4932, 5.142026, 4.2270, 0.8338, -0.3115
4933, 4.681542, 6.2200, 0.7985, -0.2086
4934, 5.594658, 4.8251, 0.7361, -0.5305
4935, 4.674247, 4.4742, 0.7534, -0.4413
4936, 11.053758, 4.8872, 0.7554, -0.4476
4937, 7.434365, 4.3070, 0.7802, -0.3502
4938, 14.431608, 3.7998, 0.7997, -0.3652
4939, 4.189666, 4.2959, 0.7898, -0.4850
4940, 6.239304, 4.8332, 0.7235, -0.4121
4941, 5.570277, 4.3625, 0.8096, -0.3683
4942, 7.989888, 3.4034, 0.8892, -0.3347
4943, 6.438866, 3.2577, 0.9209, -0.3646
4944, 6.109206, 4.5221, 0.7116, -0.4827
4945, 5.786330, 4.1262, 0.8453, -0.3765
4946, 7.758725, 3.8365, 0.8223, -0.3750
4947, 5.655461, 4.2761, 0.7321, -0.4822
4948, 5.287564, 4.5329, 0.7492, -0.4088
4949, 13.199445, 3.9972, 0.8722, -0.4348
4950, 10.999620, 3.8427, 0.8052, -0.5267
4951, 7.550895, 4.6796, 0.7777, -0.3982
4952, 7.997413, 3.3797, 0.8985, -0.4585
4953, 6.513817, 5.0149, 0.8048, -0.2627
4954, 6.896817, 3.9195, 0.7873, -0.4433
4955, 3.745075, 3.4012, 0.9354, -0.3655
4956, 5.792494, 5.1582, 0.6896, -0.5250
4957, 9.725248, 5.3076, 0.6538, -0.4220
4958, 9.075277, 5.2302, 0.7639, -0.2884
4959, 5.195069, 4.1386, 0.8487, -0.3204
4960, 5.755902, 3.9246, 0.9029, -0.2486
4961, 6.662519, 5.0555, 0.8486, -0.2417
4962, 4.681378, 4.4600, 0.7539, -0.4473
4963, 6.045373, 4.8142, 0.7773, -0.2998
4964, 5.407572, 5.4963, 0.8033, -0.2272
4965, 6.964959, 3.6687, 0.8371, -0.4613
4966, 7.612363, 4.0928, 0.8201, -0.3253
4967, 3.771777, 4.1254, 0.7865, -0.4646
4968, 3.528783, 3.6295, 0.8797, -0.4340
4969, 4.876800, 4.7503, 0.7235, -0.4630
4970, 5.689118, 4.9316, 0.7068, -0.4786
4971, 3.629963, 4.0971, 0.8022, -0.4337
4972, 4.356355, 3.9966, 0.8491, -0.3924
4973, 7.266967, 3.6784, 0.8209, -0.4672
4974, 5.052878, 4.3668, 0.7954, -0.4063
4975, 5.473676, 3.1786, 0.9683, -0.3851
4976, 4.854382, 3.9405, 0.8296, -0.3701
4977, 5.697828, 5.4552, 0.8268, -0.2234
4978, 10.334095, 4.7583, 0.8753, -0.2670
4979, 6.045205, 4.8170, 0.7225, -0.4366
4980, 3.755306, 3.9475, 0.8463, -0.4518
4981, 6.768732, 3.7606, 0.8620, -0.3203
4982, 3.677327, 4.0099, 0.8070, -0.4546
4983, 6.533951, 3.7490, 0.8055, -0.4497
4984, 3.694909, 4.4897, 0.7407, -0.4921
4985, 3.994269, 4.3562, 0.7555, -0.4593
4986, 3.765795, 4.2899, 0.7799, -0.4490
4987, 4.002696, 4.4159, 0.7797, -0.4592
4988, 9.007703, 3.7270, 0.8827, -0.2844
4989, 11.973120, 3.5099, 0.8426, -0.4949
4990, 9.646303, 4.3861, 0.7427, -0.3795
4991, 6.779933, 5.0744, 0.7185, -0.5269
4992, 6.467396, 5.8175, 0.8813, -0.1446
4993, 5.569858, 4.2333, 0.7818, -0.4069
4994, 6.016625, 3.4553, 0.9668, -0.2396
4995, 5.254085, 3.6403, 0.9237, -0.3139
4996, 3.367355, 3.7542, 0.8782, -0.4028
4997, 16.175169, 4.6836, 0.8445, -0.1604
4998, 13.957961, 3.5139, 0.8131, -0.4682
4999, 7.517046, 3.9540, 0.8837, -0.3494
5000, 6.589587, 5.6556, 0.7470, -0.2601
5001, 5.633243, 4.0383, 0.7642, -0.4785
5002, 6.833872, 3.9672, 0.8511, -0.4921
5003, 10.068271, 3.4802, 0.8933, -0.4867
5004, 10.466096, 4.7917, 0.8040, -0.2905
5005, 6.827917, 3.1185, 0.9947, -0.3674
5006, 8.892874, 3.3297, 0.8814, -0.4416
5007, 9.465848, 3.2737, 0.8892, -0.4038
5008, 10.620740, 4.0395, 0.7374, -0.5098
5009, 3.575309, 4.1020, 0.7943, -0.4412
5010, 4.795444, 3.5673, 0.8965, -0.4438
5011, 5.531111, 4.7475, 0.8814, -0.2198
5012, 4.859114, 4.0986, 0.8235, -0.3578
5013, 7.774152, 4.0112, 0.7809, -0.4210
5014, 5.763994, 4.8474, 0.7225, -0.4700
5015, 6.065994, 4.2593, 0.8180, -0.3913
5016, 5.461918, 3.4483, 0.8891, -0.3643
5017, 9.468880, 4.0729, 0.7946, -0.3424
5018, 7.558636, 4.9504, 0.8448, -0.2539
5019, 6.786384, 4.9606, 0.6885, -0.4470
5020, 4.203964, 3.4692, 0.9187, -0.4159
5021, 4.417467, 3.7382, 0.8684, -0.3510
5022, 7.285674, 5.0842, 0.7066, -0.3982
5023, 4.515733, 3.3863, 0.9337, -0.4027
5024, 3.426595, 3.5351, 0.9038, -0.3773
5025, 5.058879, 4.4225, 0.7745, -0.3922
5026, 7.753200, 4.4619, 0.7758, -0.3322
5027, 8.189305, 4.7074, 0.7619, -0.5329
5028, 6.376793, 5.0653, 0.7440, -0.3076
5029, 4.585287, 3.8650, 0.8828, -0.2837
5030, 3.672960, 3.7108, 0.8584, -0.4072
5031, 3.501658, 4.1122, 0.8034, -0.4616
5032, 4.059927, 4.0283, 0.8227, -0.4813
5033, 6.583421, 3.3835, 0.8998, -0.4398
5034, 6.797988, 3.8480, 0.7988, -0.4347
5035, 7.998114, 3.6083, 0.9306, -0.3494
5036, 3.561370, 3.7057, 0.8916, -0.4053
5037, 4.614487, 3.2197, 0.9598, -0.3734
5038, 4.514134, 4.5506, 0.7326, -0.4708
5039, 4.885008, 4.6582, 0.7460, -0.4366
5040, 5.548615, 5.4211, 0.8028, -0.2343
5041, 6.202614, 4.6002, 0.8330, -0.2625
5042, 5.259202, 4.6330, 0.7558, -0.4497
5043, 6.411995, 4.4223, 0.8285, -0.2400
5044, 6.492341, 4.2535, 0.7881, -0.5359
5045, 6.303250, 4.4829, 0.7201, -0.4708
5046, 6.776686, 3.5812, 0.8947, -0.3194
5047, 4.919572, 4.1822, 0.8619, -0.2772
5048, 3.409292, 4.0817, 0.8229, -0.4319
5049, 4.087860, 3.6576, 0.8708, -0.4508
5050, 4.511230, 4.4361, 0.7821, -0.3925
5051, 6.466623, 4.2753, 0.7666, -0.3809
5052, 4.552152, 4.1550, 0.8391, -0.3180
5053, 3.796593, 3.6772, 0.8545, -0.4061
5054, 3.749234, 4.2082, 0.7927, -0.4421
5055, 5.603469, 4.4357, 0.7148, -0.4917
5056, 10.019200, 5.4440, 0.6495, -0.4047
5057, 7.717989, 3.9231, 0.7932, -0.5076
5058, 6.630287, 4.2612, 0.8467, -0.3165
5059, 7.551254, 3.6223, 0.8681, -0.4817
5060, 7.373615, 4.6372, 0.7868, -0.3487
5061, 4.030843, 4.5914, 0.7317, -0.5093
5062, 5.999630, 4.7111, 0.8754, -0.2371
5063, 7.410479, 2.9952, 0.9654, -0.3796
5064, 5.079824, 4.8220, 0.7336, -0.4815
5065, 5.695938, 4.9170, 0.7758, -0.2669
5066, 4.963373, 5.0280, 0.6851, -0.5472
5067, 4.548845, 3.5411, 0.9116, -0.4333
5068, 7.498125, 3.7352, 0.8672, -0.3111
5069, 5.847896, 4.4075, 0.8032, -0.3689
5070, 3.210777, 3.5165, 0.8954, -0.4041
5071, 3.822877, 4.2757, 0.7871, -0.4680
5072, 3.571925, 4.1582, 0.8161, -0.4546
5073, 3.687750, 4.1559, 0.7914, -0.4688
5074, 7.479655, 3.0707, 0.9524, -0.3559
5075, 7.022769, 3.8507, 0.9182, -0.2048
5076, 10.321492, 3.5676, 0.8185, -0.4613
5077, 4.126107, 3.9736, 0.8184, -0.4161
5078, 4.696540, 4.9475, 0.6908, -0.5102
5079, 5.663343, 3.3919, 0.8989, -0.3777
5080, 9.801213, 5.0743, 0.7284, -0.4220
5081, 10.065805, 4.6595, 0.7330, -0.3496
5082, 9.222155, 4.5773, 0.7885, -0.5235
5083, 4.448215, 3.6585, 0.8661, -0.3717
5084, 6.706502, 5.8011, 0.7271, -0.2485
5085, 4.197934, 3.4654, 0.9374, -0.3482
5086, 3.675445, 3.8784, 0.8254, -0.4286
5087, 3.619250, 3.7699, 0.8694, -0.3963
5088, 4.622884, 4.0104, 0.8274, -0.3777
5089, 5.681816, 4.5812, 0.7706, -0.4835
5090, 7.113514, 4.3816, 0.7477, -0.3989
5091, 6.169575, 4.9855, 0.7523, -0.3038
5092, 5.592549, 4.1376, 0.9361, -0.2155
5093, 5.791731, 3.2953, 0.9136, -0.3986
5094, 4.942500, 4.4903, 0.7586, -0.4224
5095, 4.923159, 4.3073, 0.8027, -0.3503
5096, 4.127575, 4.1533, 0.8204, -0.4469
5097, 9.313069, 3.7478, 0.9090, -0.3588
5098, 3.613475, 3.9588, 0.8462, -0.4146
5099, 5.105959, 3.9340, 0.8746, -0.3231
5100, 4.941745, 4.3113, 0.7972, -0.4014
5101, 9.971077, 4.8604, 0.6703, -0.4551
5102, 5.001276, 4.2223, 0.7951, -0.4024
5103, 5.335154, 4.6408, 0.7468, -0.4572
5104, 5.633136, 4.5941, 0.7707, -0.4909
5105, 8.342935, 4.8958, 0.7437, -0.3964
5106, 7.077337, 3.6346, 0.8322, -0.4448
5107, 7.809001, 3.8944, 0.7740, -0.4900
5108, 13.291712, 3.9524, 0.7479, -0.4357
5109, 5.869337, 3.9966, 0.7696, -0.4616
5110, 4.420638, 3.9453, 0.8113, -0.4222
5111, 5.419875, 3.4332, 0.8844, -0.4229
5112, 3.643127, 3.9801, 0.8193, -0.4392
5113, 4.444626, 4.0279, 0.8079, -0.4977
5114, 4.554520, 4.3967, 0.7615, -0.4392
5115, 4.658047, 4.1247, 0.8285, -0.3391
5116, 4.151608, 3.6526, 0.8778, -0.3610
5117, 6.489894, 3.8940, 0.7929, -0.4944
5118, 9.564451, 5.2562, 0.5934, -0.5219
5119, 4.692603, 4.4919, 0.7789, -0.3933
5120, 4.490651, 3.7872, 0.8363, -0.3994
5121, 5.083447, 4.1484, 0.8296, -0.4557
5122, 3.454738, 3.6970, 0.8953, -0.3856
5123, 3.818408, 3.5934, 0.8687, -0.3955
5124, 5.871952, 4.2040, 0.8022, -0.5170
5125, 5.064962, 3.6262, 0.8955, -0.3264
5126, 6.832348, 5.0098, 0.8340, -0.2034
5127, 7.370329, 5.0260, 0.7305, -0.3865
5128, 5.018122, 3.8801, 0.8749, -0.2930
5129, 4.288335, 4.6304, 0.7473, -0.4922
5130, 4.675894, 3.8383, 0.8781, -0.4479
5131, 3.012286, 3.7168, 0.8812, -0.4291
5132, 6.790255, 3.9177, 0.8027, -0.4189
5133, 6.170810, 3.8697, 0.8767, -0.4158
5134, 4.570991, 4.2509, 0.8473, -0.2718
5135, 5.329075, 4.2310, 0.7623, -0.4768
5136, 5.136794, 3.8143, 0.9081, -0.2409
5137, 4.165898, 3.7876, 0.8624, -0.4655
5138, 3.289647, 3.3373, 0.9524, -0.3648
5139, 3.306555, 3.6836, 0.8912, -0.4352
5140, 8.109022, 3.8717, 0.8878, -0.3524
5141, 6.123929, 4.7147, 0.8177, -0.2748
5142, 8.171503, 3.7350, 0.8188, -0.4851
5143, 9.226677, 5.0179, 0.7610, -0.3306
5144, 8.088405, 4.6577, 0.6821, -0.4687
5145, 4.701371, 3.8881, 0.8637, -0.4084
5146, 5.159086, 4.6567, 0.7443, -0.4285
5147, 4.680561, 4.0662, 0.8115, -0.3940
5148, 4.082160, 4.1358, 0.7886, -0.5062
5149, 4.203969, 3.6356, 0.8950, -0.3454
5150, 5.052923, 4.3544, 0.8420, -0.2722
5151, 5.037494, 4.3079, 0.8187, -0.3667
5152, 3.532474, 4.0417, 0.8242, -0.4199
5153, 6.084338, 4.0790, 0.7691, -0.4672
5154, 5.839239, 3.0354, 0.9940, -0.3124
5155, 6.937269, 3.7733, 0.8982, -0.4145
5156, 10.792887, 4.0539, 0.7359, -0.4670
5157, 5.622411, 4.7712, 0.7317, -0.4272
5158, 4.473293, 4.4174, 0.7730, -0.4410
5159, 8.657862, 3.9395, 0.7619, -0.4599
5160, 7.899427, 3.2868, 0.9580, -0.2611
5161, 4.071087, 3.9961, 0.8094, -0.4145
5162, 3.966892, 3.8032, 0.8485, -0.3896
5163, 4.778336, 4.3788, 0.8220, -0.2880
5164, 4.488970, 3.8555, 0.8296, -0.3978
5165, 5.665602, 3.9922, 0.8919, -0.2310
5166, 5.608719, 3.4223, 0.9003, -0.3454
5167, 4.990191, 3.6059, 0.8685, -0.3720
5168, 6.695763, 4.4690, 0.7239, -0.5509
5169, 4.287125, 4.2209, 0.8145, -0.3632
5170, 5.441806, 4.2636, 0.8172, -0.4466
5171, 5.900977, 4.1013, 0.8660, -0.3219
5172, 5.567295, 4.4559, 0.7700, -0.5215
5173, 3.624049, 3.7116, 0.8929, -0.4329
5174, 7.486600, 3.5958, 0.8283, -0.4572
5175, 5.506881, 4.1763, 0.7914, -0.3999
5176, 6.126546, 4.8322, 0.7262, -0.4068
5177, 3.431629, 4.1240, 0.8068, -0.4410
5178, 7.243330, 4.5362, 0.7301, -0.4049
5179, 9.492795, 3.9068, 0.7888, -0.4017
5180, 7.741643, 3.3258, 0.9174, -0.4523
5181, 6.297816, 4.2612, 0.8142, -0.4836
5182, 3.427879, 3.7179, 0.8523, -0.4442
5183, 6.052003, 4.4295, 0.7987, -0.4521
5184, 6.259828, 3.8665, 0.8782, -0.4708
5185, 8.657674, 4.4030, 0.8393, -0.3118
5186, 3.809696, 3.6182, 0.8863, -0.4351
5187, 4.086798, 4.2745, 0.7956, -0.4343
5188, 5.678880, 4.4681, 0.7250, -0.4753
5189, 4.523273, 4.4371, 0.8730, -0.2343
5190, 3.939039, 3.8263, 0.8673, -0.3600
5191, 11.498454, 4.4288, 0.8299, -0.3301
5192, 9.778515, 3.5486, 0.8520, -0.3779
5193, 8.960106, 4.4998, 0.7204, -0.4245
5194, 9.734255, 4.3978, 0.8147, -0.4466
5195, 4.510751, 4.2218, 0.7952, -0.4105
5196, 7.584854, 3.1312, 0.9430, -0.4224
5197, 5.440702, 4.1254, 0.7815, -0.4111
5198, 5.551667, 4.7081, 0.7397, -0.4204
5199, 4.867412, 3.4341, 0.9086, -0.4185
5200, 5.162574, 3.3262, 0.9156, -0.3919
5201, 3.604936, 4.0423, 0.8203, -0.4457
5202, 5.193594, 4.3472, 0.8488, -0.2573
5203, 7.415281, 4.2889, 0.8215, -0.4939
5204, 5.493613, 4.7490, 0.8778, -0.2240
5205, 4.347821, 4.2268, 0.8107, -0.4639
5206, 4.935375, 4.2295, 0.8131, -0.3860
5207, 4.665578, 4.4513, 0.7721, -0.4367
5208, 4.787299, 4.1175, 0.8426, -0.3544
5209, 7.388737, 3.7108, 0.8132, -0.4238
